Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased;Review Rating
31;Female;Ohio;No;Fortnightly;['Pants'];[3.3]
31;Female;Tennessee;No;Weekly;['Boots'];[3.6]
31;Female;Utah;No;Annually;['Shorts'];[3.4]
31;Female;Utah;No;Quarterly;['Socks'];[3.6]
31;Female;Vermont;No;Annually;['Sandals'];[4.2]
31;Female;Vermont;No;Every 3 Months;['Shoes'];[3.8]
31;Female;Washington;No;Weekly;['Skirt'];[3.6]
31;Female;Wisconsin;No;Fortnightly;['Shorts'];[3.7]
31;Male;Alabama;Yes;Every 3 Months;['Jeans'];[3.2]
31;Male;Alaska;No;Every 3 Months;['Jewelry'];[2.8]
31;Male;Alaska;No;Fortnightly;['T-shirt'];[4.2]
31;Male;Arizona;Yes;Bi-Weekly;['Backpack'];[3.6]
31;Male;Arkansas;No;Every 3 Months;['Gloves'];[4.2]
31;Male;Arkansas;No;Monthly;['Shoes'];[4.0]
31;Male;California;No;Quarterly;['Blouse'];[5.0]
31;Male;California;Yes;Monthly;['Backpack'];[3.0]
31;Male;Colorado;No;Bi-Weekly;['Belt'];[3.0]
31;Male;Colorado;Yes;Fortnightly;['Shoes'];[4.1]
31;Male;Delaware;No;Every 3 Months;['Sunglasses'];[4.3]
31;Male;Florida;No;Bi-Weekly;['Coat'];[2.9]
31;Male;Florida;Yes;Quarterly;['Shirt'];[3.3]
31;Male;Georgia;No;Quarterly;['Jewelry'];[4.4]
31;Male;Georgia;Yes;Every 3 Months;['Sneakers'];[3.0]
31;Male;Idaho;No;Annually;['Shorts'];[4.8]
31;Male;Idaho;No;Fortnightly;['Shirt', 'Coat'];[4.7, 3.9]
31;Male;Indiana;No;Annually;['Socks'];[4.7]
31;Male;Iowa;No;Quarterly;['T-shirt'];[3.7]
31;Male;Maine;Yes;Weekly;['Shoes'];[2.7]
31;Male;Maryland;No;Every 3 Months;['Jeans'];[2.6]
31;Male;Massachusetts;Yes;Every 3 Months;['Handbag'];[3.4]
31;Male;Michigan;Yes;Monthly;['Belt'];[3.7]
31;Male;Minnesota;Yes;Monthly;['Shirt'];[3.8]
31;Male;Mississippi;No;Every 3 Months;['Pants'];[4.5]
31;Male;Missouri;No;Every 3 Months;['Shorts', 'Sunglasses'];[4.0, 3.1]
31;Male;Missouri;No;Quarterly;['Jeans'];[3.1]
31;Male;Nevada;No;Every 3 Months;['Sneakers'];[3.0]
31;Male;New Hampshire;Yes;Annually;['Sunglasses'];[3.9]
31;Male;New Jersey;No;Bi-Weekly;['Jacket'];[3.5]
31;Male;New Jersey;No;Monthly;['Sweater'];[3.9]
31;Male;New Mexico;No;Monthly;['Sandals'];[5.0]
31;Male;New Mexico;Yes;Monthly;['Shorts'];[2.7]
31;Male;New York;No;Every 3 Months;['Shirt'];[2.7]
31;Male;North Carolina;Yes;Quarterly;['Pants'];[4.1]
31;Male;Oklahoma;No;Annually;['T-shirt'];[2.9]
31;Male;Oklahoma;Yes;Weekly;['Pants'];[4.4]
31;Male;Pennsylvania;Yes;Every 3 Months;['Blouse'];[4.7]
31;Male;Rhode Island;Yes;Fortnightly;['Dress'];[2.9]
31;Male;South Dakota;No;Annually;['Backpack'];[4.9]
31;Male;Utah;No;Weekly;['Hoodie'];[4.0]
31;Male;Utah;Yes;Fortnightly;['Socks'];[4.2]
31;Male;Vermont;No;Every 3 Months;['Socks'];[3.0]
31;Male;Washington;No;Monthly;['Jeans'];[4.5]
31;Male;West Virginia;No;Bi-Weekly;['Sunglasses'];[4.0]
31;Male;Wyoming;No;Weekly;['Jeans'];[4.1]
31;Male;Wyoming;Yes;Weekly;['Dress'];[4.1]
32;Female;Alaska;No;Bi-Weekly;['Belt'];[2.5]
32;Female;California;No;Weekly;['Boots'];[4.2]
32;Female;Delaware;No;Every 3 Months;['Belt'];[4.8]
32;Female;Florida;No;Annually;['Handbag'];[3.6]
32;Female;Idaho;No;Fortnightly;['Jewelry'];[2.7]
32;Female;Illinois;No;Bi-Weekly;['Blouse'];[3.2]
32;Female;Kansas;No;Bi-Weekly;['Jacket'];[4.2]
32;Female;Kentucky;No;Weekly;['Sweater'];[4.3]
32;Female;Maine;No;Annually;['Coat'];[4.3]
32;Female;Maine;No;Fortnightly;['Hat'];[4.3]
32;Female;Maine;No;Monthly;['Shoes'];[3.2]
32;Female;Michigan;No;Annually;['Backpack'];[2.8]
32;Female;Mississippi;No;Monthly;['Belt'];[2.9]
32;Female;Nebraska;No;Weekly;['Backpack'];[4.2]
32;Female;Nevada;No;Annually;['Blouse'];[3.0]
32;Female;New Jersey;No;Monthly;['Socks'];[3.6]
32;Female;New Mexico;No;Annually;['Hat'];[4.4]
32;Female;New Mexico;No;Monthly;['Scarf'];[4.0]
32;Female;Oklahoma;No;Weekly;['Shirt'];[3.0]
32;Female;Oregon;No;Annually;['Socks'];[3.0]
32;Female;Rhode Island;No;Fortnightly;['Socks'];[4.2]
32;Female;Utah;No;Fortnightly;['Boots'];[3.6]
32;Female;Washington;No;Monthly;['Jewelry'];[2.5]
32;Male;Alaska;No;Annually;['Gloves'];[4.6]
32;Male;Alaska;No;Monthly;['Socks'];[4.3]
32;Male;Alaska;No;Weekly;['Jewelry'];[4.1]
32;Male;Arizona;No;Monthly;['Skirt'];[2.9]
32;Male;Arkansas;No;Weekly;['Blouse'];[5.0]
32;Male;Arkansas;Yes;Fortnightly;['Hat'];[2.9]
32;Male;California;No;Weekly;['Hoodie'];[3.9]
32;Male;California;Yes;Monthly;['Shorts'];[3.7]
32;Male;Connecticut;No;Annually;['Backpack'];[3.4]
32;Male;Connecticut;Yes;Every 3 Months;['Shorts'];[2.8]
32;Male;Delaware;No;Weekly;['T-shirt', 'Jeans'];[4.7, 3.4]
32;Male;Delaware;Yes;Every 3 Months;['Gloves'];[3.6]
32;Male;Delaware;Yes;Fortnightly;['Shorts'];[3.9]
32;Male;Georgia;No;Weekly;['Pants'];[4.4]
32;Male;Hawaii;No;Every 3 Months;['Belt'];[5.0]
32;Male;Hawaii;No;Monthly;['Handbag'];[3.7]
32;Male;Hawaii;No;Quarterly;['Blouse'];[4.7]
32;Male;Hawaii;Yes;Fortnightly;['Sneakers'];[3.0]
32;Male;Iowa;No;Annually;['Blouse'];[4.1]
32;Male;Iowa;No;Fortnightly;['Shoes'];[3.2]
32;Male;Iowa;Yes;Every 3 Months;['Sweater'];[2.7]
32;Male;Iowa;Yes;Quarterly;['Shorts'];[2.7]
32;Male;Kentucky;No;Weekly;['Gloves'];[3.8]
32;Male;Kentucky;Yes;Bi-Weekly;['Shirt'];[2.8]
32;Male;Louisiana;No;Quarterly;['Backpack'];[4.8]
32;Male;Louisiana;No;Weekly;['Shirt'];[2.7]
32;Male;Louisiana;Yes;Annually;['Jeans'];[2.9]
32;Male;Massachusetts;Yes;Weekly;['Pants'];[4.7]
32;Male;Michigan;No;Annually;['Sweater'];[2.6]
32;Male;Michigan;Yes;Bi-Weekly;['Backpack'];[3.2]
32;Male;Mississippi;No;Annually;['Shirt'];[3.7]
32;Male;Missouri;Yes;Bi-Weekly;['Sweater'];[4.4]
32;Male;Missouri;Yes;Fortnightly;['Gloves'];[3.4]
32;Male;Montana;No;Quarterly;['Jeans', 'Jeans'];[3.8, 3.1]
32;Male;Montana;Yes;Annually;['Sweater'];[3.2]
32;Male;Montana;Yes;Bi-Weekly;['T-shirt'];[4.7]
32;Male;Nevada;No;Bi-Weekly;['Sneakers'];[2.6]
32;Male;Nevada;Yes;Fortnightly;['Belt'];[3.0]
32;Male;New Mexico;Yes;Annually;['Sweater'];[4.3]
32;Male;New York;No;Quarterly;['Hoodie'];[2.7]
32;Male;New York;No;Weekly;['Shorts'];[4.2]
32;Male;North Carolina;No;Monthly;['Shirt'];[4.6]
32;Male;North Carolina;Yes;Bi-Weekly;['Socks'];[3.8]
32;Male;North Dakota;Yes;Every 3 Months;['Shorts'];[3.6]
32;Male;Oklahoma;Yes;Fortnightly;['Hat'];[3.8]
32;Male;Pennsylvania;No;Weekly;['Shoes'];[2.5]
32;Male;South Dakota;No;Annually;['Shorts'];[3.7]
32;Male;Tennessee;No;Annually;['Shoes'];[4.2]
32;Male;Utah;Yes;Every 3 Months;['Socks'];[2.6]
32;Male;Vermont;No;Quarterly;['Sweater', 'Blouse'];[3.8, 4.0]
32;Male;Virginia;No;Weekly;['Jacket'];[4.0]
32;Male;Washington;No;Monthly;['Shirt'];[3.6]
32;Male;West Virginia;Yes;Annually;['Handbag'];[5.0]
32;Male;West Virginia;Yes;Fortnightly;['Backpack'];[4.7]
32;Male;Wisconsin;No;Annually;['Socks'];[3.8]
32;Male;Wyoming;No;Fortnightly;['Handbag'];[3.2]
33;Female;Alaska;No;Every 3 Months;['Shirt'];[2.5]
33;Female;Colorado;No;Monthly;['Sunglasses'];[2.7]
33;Female;Florida;No;Monthly;['Scarf'];[3.6]
33;Female;Idaho;No;Bi-Weekly;['Hoodie'];[4.6]
33;Female;Idaho;No;Every 3 Months;['Skirt', 'Blouse'];[3.1, 3.9]
33;Female;Massachusetts;No;Bi-Weekly;['Boots'];[3.8]
33;Female;Michigan;No;Bi-Weekly;['Belt'];[3.3]
33;Female;Michigan;No;Quarterly;['Sweater'];[4.2]
33;Female;Montana;No;Bi-Weekly;['Belt'];[3.4]
33;Female;Nebraska;No;Annually;['Scarf'];[3.4]
33;Female;New Hampshire;No;Bi-Weekly;['Hoodie'];[2.8]
33;Female;New York;No;Fortnightly;['Jacket'];[3.3]
33;Female;Ohio;No;Fortnightly;['Boots'];[4.1]
33;Female;Oregon;No;Quarterly;['Coat'];[4.0]
33;Female;South Dakota;No;Annually;['T-shirt'];[3.9]
33;Female;South Dakota;No;Every 3 Months;['T-shirt'];[4.5]
33;Female;Texas;No;Bi-Weekly;['Sunglasses'];[4.9]
33;Female;Vermont;No;Annually;['T-shirt'];[4.9]
33;Female;Virginia;No;Annually;['Sweater'];[4.4]
33;Female;Washington;No;Bi-Weekly;['Socks'];[4.7]
33;Female;Wisconsin;No;Quarterly;['Boots'];[4.9]
33;Female;Wisconsin;No;Weekly;['Dress'];[3.6]
33;Male;Alabama;Yes;Annually;['Coat'];[3.5]
33;Male;Arizona;Yes;Weekly;['Sunglasses'];[2.7]
33;Male;Arkansas;Yes;Every 3 Months;['Gloves'];[4.0]
33;Male;Connecticut;No;Bi-Weekly;['Gloves'];[2.7]
33;Male;Delaware;Yes;Quarterly;['Jeans'];[2.6]
33;Male;Idaho;Yes;Bi-Weekly;['Handbag'];[2.7]
33;Male;Iowa;No;Weekly;['Sneakers'];[3.9]
33;Male;Kansas;No;Every 3 Months;['Shirt'];[3.8]
33;Male;Kentucky;Yes;Annually;['Coat'];[4.3]
33;Male;Maryland;No;Monthly;['Sunglasses'];[3.0]
33;Male;Massachusetts;No;Bi-Weekly;['Sandals'];[4.1]
33;Male;Massachusetts;No;Every 3 Months;['T-shirt'];[3.0]
33;Male;Michigan;No;Fortnightly;['Jacket'];[4.2]
33;Male;Michigan;Yes;Fortnightly;['Handbag'];[3.3]
33;Male;Michigan;Yes;Monthly;['Sandals'];[2.7]
33;Male;Minnesota;No;Bi-Weekly;['Blouse'];[4.6]
33;Male;Minnesota;No;Fortnightly;['Blouse'];[2.8]
33;Male;Minnesota;Yes;Annually;['Gloves'];[3.4]
33;Male;Mississippi;Yes;Weekly;['Skirt'];[4.0]
33;Male;Montana;No;Quarterly;['Belt'];[4.6]
33;Male;Montana;Yes;Monthly;['Jeans'];[3.4]
33;Male;Nebraska;Yes;Monthly;['Backpack'];[4.7]
33;Male;Nevada;No;Monthly;['Shirt'];[4.1]
33;Male;Nevada;No;Weekly;['Sunglasses'];[2.9]
33;Male;New Hampshire;No;Every 3 Months;['Coat'];[3.9]
33;Male;New Hampshire;No;Monthly;['Socks'];[2.7]
33;Male;New Jersey;No;Fortnightly;['Sweater'];[3.9]
33;Male;New Jersey;No;Monthly;['Hoodie'];[4.9]
33;Male;New Mexico;No;Every 3 Months;['T-shirt'];[3.9]
33;Male;New Mexico;Yes;Weekly;['Jewelry'];[3.4]
33;Male;North Dakota;No;Bi-Weekly;['Coat'];[2.9]
33;Male;North Dakota;Yes;Annually;['Jeans'];[4.6]
33;Male;Ohio;Yes;Monthly;['Jewelry'];[2.8]
33;Male;Pennsylvania;No;Monthly;['Boots'];[3.7]
33;Male;Rhode Island;Yes;Every 3 Months;['Backpack'];[3.7]
33;Male;Tennessee;Yes;Annually;['Backpack'];[4.8]
33;Male;Vermont;Yes;Fortnightly;['Shoes'];[4.2]
33;Male;Washington;No;Every 3 Months;['Scarf'];[2.7]
33;Male;West Virginia;Yes;Monthly;['Dress'];[4.7]
33;Male;Wyoming;Yes;Monthly;['T-shirt'];[3.5]
34;Female;Alaska;No;Weekly;['Gloves'];[4.6]
34;Female;Arizona;No;Every 3 Months;['Scarf'];[4.8]
34;Female;Arkansas;No;Every 3 Months;['Shirt'];[2.9]
34;Female;Arkansas;No;Quarterly;['Dress'];[3.3]
34;Female;Delaware;No;Annually;['Backpack'];[3.9]
34;Female;Delaware;No;Bi-Weekly;['Gloves'];[2.5]
34;Female;Delaware;No;Fortnightly;['Shorts'];[2.7]
34;Female;Indiana;No;Annually;['Sneakers'];[3.4]
34;Female;Louisiana;No;Monthly;['Coat'];[2.7]
34;Female;Maine;No;Annually;['Socks'];[4.5]
34;Female;Maryland;No;Monthly;['Jeans'];[3.8]
34;Female;Michigan;No;Quarterly;['T-shirt'];[2.6]
34;Female;Nebraska;No;Bi-Weekly;['Hoodie'];[4.9]
34;Female;Nebraska;No;Weekly;['Sweater'];[2.8]
34;Female;New Hampshire;No;Quarterly;['Belt'];[5.0]
34;Female;New Jersey;No;Bi-Weekly;['Backpack'];[3.8]
34;Female;North Carolina;No;Monthly;['T-shirt'];[3.0]
34;Female;North Dakota;No;Every 3 Months;['Jacket'];[2.9]
34;Female;North Dakota;No;Fortnightly;['Hat'];[4.0]
34;Female;Rhode Island;No;Every 3 Months;['Coat'];[2.7]
34;Female;South Carolina;No;Bi-Weekly;['Boots'];[4.0]
34;Female;Virginia;No;Weekly;['Hoodie'];[5.0]
34;Male;Alabama;No;Every 3 Months;['Hoodie'];[3.4]
34;Male;Alabama;Yes;Fortnightly;['Sneakers'];[3.4]
34;Male;Arizona;Yes;Quarterly;['Sunglasses'];[2.6]
34;Male;Arkansas;No;Quarterly;['T-shirt'];[4.1]
34;Male;California;No;Every 3 Months;['Sunglasses'];[4.6]
34;Male;Delaware;No;Monthly;['Jewelry'];[4.3]
34;Male;Florida;No;Annually;['Jewelry'];[4.4]
34;Male;Florida;No;Fortnightly;['Pants'];[2.6]
34;Male;Florida;No;Quarterly;['Hat'];[4.4]
34;Male;Florida;Yes;Annually;['Gloves'];[3.9]
34;Male;Florida;Yes;Every 3 Months;['Dress', 'T-shirt'];[4.2, 3.6]
34;Male;Georgia;No;Weekly;['Dress'];[3.6]
34;Male;Georgia;Yes;Quarterly;['Backpack'];[5.0]
34;Male;Hawaii;No;Quarterly;['Boots'];[4.9]
34;Male;Idaho;No;Fortnightly;['Backpack'];[4.2]
34;Male;Idaho;Yes;Annually;['Hoodie'];[3.2]
34;Male;Indiana;No;Quarterly;['T-shirt'];[4.1]
34;Male;Kansas;No;Annually;['Jewelry'];[3.6]
34;Male;Louisiana;No;Fortnightly;['Jewelry'];[4.5]
34;Male;Louisiana;No;Weekly;['Jewelry'];[3.1]
34;Male;Louisiana;Yes;Fortnightly;['Shoes'];[3.0]
34;Male;Maryland;Yes;Annually;['Sneakers'];[3.2]
34;Male;Michigan;No;Annually;['Jacket'];[2.7]
34;Male;Michigan;No;Every 3 Months;['Belt'];[4.6]
34;Male;Minnesota;No;Bi-Weekly;['Skirt'];[3.0]
34;Male;Missouri;No;Quarterly;['Sunglasses'];[4.1]
34;Male;Montana;No;Annually;['Skirt'];[3.9]
34;Male;Nebraska;No;Every 3 Months;['Pants'];[3.4]
34;Male;New Hampshire;Yes;Bi-Weekly;['Shirt'];[2.8]
34;Male;New Jersey;No;Monthly;['Blouse'];[3.1]
34;Male;New Jersey;Yes;Weekly;['Sneakers'];[4.2]
34;Male;New York;No;Annually;['Blouse'];[3.1]
34;Male;New York;Yes;Quarterly;['Shoes'];[3.6]
34;Male;Oklahoma;No;Monthly;['Socks'];[3.4]
34;Male;Rhode Island;No;Bi-Weekly;['Sandals'];[3.5]
34;Male;South Dakota;No;Quarterly;['Boots'];[3.3]
34;Male;Tennessee;No;Monthly;['Gloves'];[4.7]
34;Male;Utah;No;Weekly;['Jacket'];[4.1]
34;Male;Vermont;No;Fortnightly;['Sneakers'];[3.5]
34;Male;Virginia;No;Bi-Weekly;['Backpack'];[3.1]
34;Male;Washington;Yes;Every 3 Months;['Sandals'];[3.3]
34;Male;West Virginia;Yes;Bi-Weekly;['Hoodie'];[2.8]
34;Male;West Virginia;Yes;Every 3 Months;['Coat'];[3.9]
34;Male;Wisconsin;No;Fortnightly;['Backpack'];[3.5]
34;Male;Wyoming;No;Every 3 Months;['Hat'];[3.5]
35;Female;Alaska;No;Fortnightly;['Sandals'];[3.3]
35;Female;Arkansas;No;Weekly;['Blouse'];[2.6]
35;Female;California;No;Monthly;['Dress'];[4.4]
35;Female;Colorado;No;Every 3 Months;['Handbag'];[4.3]
35;Female;Colorado;No;Monthly;['Jacket'];[4.2]
35;Female;Connecticut;No;Every 3 Months;['Socks'];[3.4]
35;Female;Georgia;No;Monthly;['Shoes'];[4.5]
35;Female;Georgia;No;Quarterly;['Jewelry'];[2.8]
35;Female;Georgia;No;Weekly;['Sunglasses', 'T-shirt'];[4.4, 3.8]
35;Female;Illinois;No;Bi-Weekly;['Shirt'];[2.9]
35;Female;Illinois;No;Weekly;['Gloves'];[3.4]
35;Female;Kansas;No;Fortnightly;['Boots'];[4.4]
35;Female;Kentucky;No;Annually;['Jewelry'];[3.5]
35;Female;Kentucky;No;Weekly;['Boots'];[4.4]
35;Female;Michigan;No;Fortnightly;['Jewelry'];[3.5]
35;Female;Nebraska;No;Annually;['Shirt'];[2.6]
35;Female;Nevada;No;Weekly;['Socks'];[4.4]
35;Female;North Dakota;No;Fortnightly;['Pants'];[2.6]
35;Female;North Dakota;No;Monthly;['Jacket'];[3.7]
35;Female;South Dakota;No;Weekly;['Sweater'];[4.5]
35;Female;Washington;No;Fortnightly;['Handbag'];[2.7]
35;Male;Alaska;No;Fortnightly;['Coat'];[3.2]
35;Male;California;Yes;Every 3 Months;['Boots'];[4.9]
35;Male;Colorado;No;Annually;['Pants', 'Backpack'];[4.7, 4.2]
35;Male;Colorado;No;Every 3 Months;['Blouse'];[4.4]
35;Male;Colorado;Yes;Quarterly;['Hoodie'];[3.1]
35;Male;Delaware;No;Quarterly;['Hat'];[3.1]
35;Male;Delaware;Yes;Monthly;['T-shirt'];[4.8]
35;Male;Florida;No;Quarterly;['Boots'];[3.2]
35;Male;Georgia;No;Every 3 Months;['Hoodie'];[2.9]
35;Male;Idaho;No;Monthly;['Skirt'];[4.6]
35;Male;Illinois;Yes;Fortnightly;['T-shirt'];[4.6]
35;Male;Indiana;No;Fortnightly;['Jewelry'];[2.6]
35;Male;Indiana;Yes;Weekly;['Jeans'];[2.8]
35;Male;Kansas;Yes;Annually;['Jewelry'];[3.2]
35;Male;Kentucky;No;Annually;['Shirt'];[4.2]
35;Male;Maryland;No;Bi-Weekly;['Jewelry'];[4.0]
35;Male;Maryland;No;Monthly;['Gloves'];[4.7]
35;Male;Maryland;Yes;Weekly;['Boots'];[2.5]
35;Male;Massachusetts;No;Fortnightly;['Dress'];[3.5]
35;Male;Massachusetts;Yes;Monthly;['Sandals'];[2.9]
35;Male;Minnesota;No;Bi-Weekly;['T-shirt'];[3.1]
35;Male;Minnesota;No;Fortnightly;['Sneakers'];[3.7]
35;Male;Minnesota;Yes;Monthly;['Shorts'];[3.3]
35;Male;Mississippi;No;Annually;['Hat'];[3.4]
35;Male;Mississippi;Yes;Annually;['Shirt'];[3.4]
35;Male;Missouri;No;Quarterly;['Handbag'];[3.3]
35;Male;Missouri;No;Weekly;['Sweater'];[2.9]
35;Male;Missouri;Yes;Annually;['Shorts'];[4.0]
35;Male;Missouri;Yes;Monthly;['Jewelry'];[3.5]
35;Male;Nevada;Yes;Bi-Weekly;['Sunglasses'];[3.2]
35;Male;New Hampshire;No;Weekly;['Jacket', 'Boots'];[2.9, 4.0]
35;Male;New Jersey;No;Quarterly;['Belt'];[4.1]
35;Male;New Mexico;No;Every 3 Months;['Sunglasses'];[3.5]
35;Male;North Dakota;No;Quarterly;['Blouse'];[3.3]
35;Male;North Dakota;Yes;Every 3 Months;['Sunglasses'];[4.0]
35;Male;Oklahoma;No;Monthly;['Jacket'];[3.1]
35;Male;Oklahoma;Yes;Annually;['Sunglasses'];[3.5]
35;Male;Oklahoma;Yes;Bi-Weekly;['Shirt'];[4.2]
35;Male;Oklahoma;Yes;Monthly;['Hoodie'];[2.5]
35;Male;Oregon;No;Every 3 Months;['Gloves'];[4.7]
35;Male;South Carolina;No;Annually;['Shorts'];[4.8]
35;Male;South Carolina;No;Quarterly;['Shirt'];[3.0]
35;Male;South Dakota;Yes;Quarterly;['Hat'];[3.9]
35;Male;Tennessee;No;Bi-Weekly;['Hoodie'];[4.3]
35;Male;Texas;Yes;Monthly;['Coat'];[3.2]
35;Male;Washington;No;Weekly;['Backpack'];[3.3]
35;Male;Wisconsin;No;Monthly;['Sandals'];[4.4]
35;Male;Wyoming;Yes;Fortnightly;['Backpack'];[3.9]
36;Female;Alabama;No;Bi-Weekly;['Jewelry', 'Blouse'];[4.5, 4.2]
36;Female;Alabama;No;Every 3 Months;['Jewelry'];[4.2]
36;Female;Arizona;No;Quarterly;['Handbag'];[4.6]
36;Female;Arkansas;No;Monthly;['Sandals'];[4.6]
36;Female;Arkansas;No;Quarterly;['Pants'];[2.9]
36;Female;California;No;Monthly;['Boots'];[3.0]
36;Female;Colorado;No;Annually;['Shirt'];[3.1]
36;Female;Colorado;No;Quarterly;['Dress'];[4.7]
36;Female;Connecticut;No;Every 3 Months;['Boots'];[4.8]
36;Female;Delaware;No;Monthly;['Sandals'];[2.7]
36;Female;Indiana;No;Annually;['Shoes'];[3.3]
36;Female;Kentucky;No;Quarterly;['Shirt'];[3.4]
36;Female;Mississippi;No;Bi-Weekly;['Sunglasses'];[4.9]
36;Female;Nebraska;No;Fortnightly;['Backpack'];[3.2]
36;Female;Nevada;No;Every 3 Months;['Backpack'];[4.0]
36;Female;North Dakota;No;Annually;['Socks'];[3.3]
36;Female;Ohio;No;Quarterly;['Sunglasses'];[3.5]
36;Female;Oklahoma;No;Fortnightly;['Pants'];[2.5]
36;Female;South Dakota;No;Monthly;['Socks'];[3.5]
36;Female;Tennessee;No;Bi-Weekly;['Pants'];[2.9]
36;Female;Utah;No;Annually;['Coat'];[2.7]
36;Female;Vermont;No;Every 3 Months;['Belt'];[4.3]
36;Female;West Virginia;No;Fortnightly;['Boots'];[4.1]
36;Male;California;Yes;Monthly;['Handbag'];[3.3]
36;Male;Colorado;No;Every 3 Months;['Pants'];[4.7]
36;Male;Colorado;Yes;Annually;['Pants'];[3.9]
36;Male;Connecticut;No;Weekly;['Shoes'];[4.1]
36;Male;Delaware;Yes;Bi-Weekly;['Hoodie'];[4.1]
36;Male;Florida;No;Fortnightly;['Scarf'];[3.1]
36;Male;Hawaii;No;Weekly;['Sunglasses'];[3.4]
36;Male;Idaho;No;Every 3 Months;['Coat'];[4.4]
36;Male;Idaho;No;Fortnightly;['Sandals'];[3.1]
36;Male;Idaho;Yes;Monthly;['Hat'];[3.1]
36;Male;Indiana;No;Every 3 Months;['Belt'];[5.0]
36;Male;Kansas;Yes;Annually;['Jacket'];[4.9]
36;Male;Kentucky;No;Monthly;['Jacket'];[4.7]
36;Male;Massachusetts;No;Monthly;['Hat'];[2.5]
36;Male;Minnesota;Yes;Fortnightly;['Shirt'];[4.9]
36;Male;Montana;No;Monthly;['Belt'];[3.6]
36;Male;Montana;No;Quarterly;['Coat'];[3.9]
36;Male;Nebraska;Yes;Every 3 Months;['Backpack'];[4.6]
36;Male;Nevada;No;Every 3 Months;['Backpack'];[3.6]
36;Male;Nevada;Yes;Fortnightly;['Skirt'];[2.6]
36;Male;New Mexico;No;Fortnightly;['Hoodie', 'Sneakers'];[4.0, 4.0]
36;Male;New Mexico;No;Weekly;['Jewelry'];[3.5]
36;Male;North Carolina;Yes;Quarterly;['Gloves'];[2.9]
36;Male;North Dakota;No;Weekly;['T-shirt'];[4.3]
36;Male;North Dakota;Yes;Annually;['Belt'];[3.0]
36;Male;North Dakota;Yes;Quarterly;['T-shirt'];[4.6]
36;Male;Ohio;Yes;Weekly;['Sneakers'];[3.9]
36;Male;Oklahoma;No;Monthly;['Pants'];[2.6]
36;Male;Oregon;No;Quarterly;['Dress'];[4.6]
36;Male;Oregon;Yes;Fortnightly;['Sandals', 'Belt'];[3.9, 3.8]
36;Male;Rhode Island;Yes;Annually;['Hat'];[4.4]
36;Male;Rhode Island;Yes;Monthly;['Shoes'];[4.8]
36;Male;South Carolina;No;Every 3 Months;['Shirt'];[3.5]
36;Male;South Carolina;No;Monthly;['Scarf'];[2.6]
36;Male;Tennessee;No;Monthly;['Hat'];[4.0]
36;Male;Texas;No;Quarterly;['T-shirt'];[3.4]
36;Male;Texas;Yes;Weekly;['Dress'];[4.1]
36;Male;Utah;No;Monthly;['Gloves'];[5.0]
36;Male;Vermont;Yes;Annually;['Shorts'];[3.5]
36;Male;Vermont;Yes;Fortnightly;['Hat'];[3.0]
36;Male;Virginia;No;Fortnightly;['Boots'];[3.2]
36;Male;Virginia;Yes;Annually;['Dress'];[2.9]
36;Male;Washington;Yes;Every 3 Months;['T-shirt'];[4.8]
36;Male;West Virginia;No;Monthly;['Sandals'];[4.0]
36;Male;West Virginia;Yes;Weekly;['Blouse'];[4.4]
36;Male;Wisconsin;No;Monthly;['Scarf'];[3.3]
36;Male;Wisconsin;No;Quarterly;['Blouse'];[4.0]
36;Male;Wisconsin;Yes;Fortnightly;['Blouse'];[4.8]
37;Female;Alabama;No;Every 3 Months;['Sandals'];[4.8]
37;Female;Connecticut;No;Annually;['Jewelry'];[4.6]
37;Female;Connecticut;No;Monthly;['T-shirt'];[3.9]
37;Female;Delaware;No;Monthly;['Hoodie'];[2.7]
37;Female;Florida;No;Annually;['Hat'];[2.7]
37;Female;Florida;No;Monthly;['Skirt'];[3.9]
37;Female;Idaho;No;Quarterly;['Hoodie'];[3.0]
37;Female;Iowa;No;Quarterly;['Jewelry'];[3.9]
37;Female;Kansas;No;Weekly;['Scarf'];[4.6]
37;Female;Kentucky;No;Fortnightly;['Shirt'];[4.6]
37;Female;Massachusetts;No;Bi-Weekly;['Boots'];[3.1]
37;Female;Missouri;No;Weekly;['T-shirt'];[3.3]
37;Female;Montana;No;Weekly;['Socks'];[3.6]
37;Female;New York;No;Every 3 Months;['Blouse'];[3.6]
37;Female;North Dakota;No;Quarterly;['Jacket'];[4.6]
37;Female;Pennsylvania;No;Weekly;['Hat'];[3.2]
37;Female;Utah;No;Bi-Weekly;['Dress'];[3.7]
37;Female;West Virginia;No;Weekly;['Shorts'];[4.3]
37;Female;Wyoming;No;Bi-Weekly;['Scarf'];[2.8]
37;Male;Alabama;No;Bi-Weekly;['Scarf', 'Boots'];[3.2, 3.8]
37;Male;Alabama;No;Fortnightly;['Sweater'];[3.0]
37;Male;Alaska;No;Every 3 Months;['Jeans'];[2.7]
37;Male;Arizona;No;Fortnightly;['Sweater'];[4.4]
37;Male;Arizona;No;Monthly;['Sweater'];[3.2]
37;Male;Arizona;Yes;Bi-Weekly;['Hat'];[3.7]
37;Male;Arkansas;Yes;Weekly;['Belt'];[4.3]
37;Male;California;No;Every 3 Months;['Belt'];[4.2]
