Customer ID;Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased;Category;Purchase Amount (USD);Size;Color;Season;Review Rating;Shipping Type;Discount Applied;Promo Code Used;Previous Purchases;Payment Method
428;58;Male;Illinois;Yes;Quarterly;Backpack;Accessories;91;L;Black;Winter;4.5;Store Pickup;Yes;Yes;6;Credit Card
429;21;Male;Wyoming;Yes;Fortnightly;Coat;Outerwear;64;XL;Gold;Winter;2.9;Free Shipping;Yes;Yes;2;Debit Card
430;42;Male;Washington;Yes;Fortnightly;Sandals;Footwear;94;M;Gold;Winter;4.1;2-Day Shipping;Yes;Yes;21;Cash
431;24;Male;Texas;Yes;Annually;Shirt;Clothing;40;M;Brown;Summer;3.5;Store Pickup;Yes;Yes;40;Debit Card
432;43;Male;New Hampshire;Yes;Fortnightly;Hat;Accessories;76;L;Cyan;Winter;3.4;Store Pickup;Yes;Yes;33;Cash
433;47;Male;Indiana;Yes;Weekly;Shirt;Clothing;86;S;Indigo;Fall;3.3;Free Shipping;Yes;Yes;26;Venmo
434;49;Male;Alabama;Yes;Fortnightly;Skirt;Clothing;92;M;Orange;Fall;3.2;Store Pickup;Yes;Yes;23;Credit Card
435;50;Male;Oklahoma;Yes;Every 3 Months;Shoes;Footwear;52;L;Pink;Spring;4;Store Pickup;Yes;Yes;39;PayPal
436;51;Male;Montana;Yes;Monthly;Coat;Outerwear;28;XL;Olive;Winter;3.6;Next Day Air;Yes;Yes;42;Bank Transfer
437;40;Male;Tennessee;Yes;Weekly;Pants;Clothing;46;L;Cyan;Summer;4.6;Free Shipping;Yes;Yes;41;Bank Transfer
438;45;Male;New Mexico;Yes;Annually;Jewelry;Accessories;50;M;Peach;Summer;2.6;Next Day Air;Yes;Yes;41;PayPal
439;52;Male;Iowa;Yes;Fortnightly;Belt;Accessories;23;M;Turquoise;Winter;4.3;Express;Yes;Yes;12;Credit Card
440;62;Male;Idaho;Yes;Monthly;Jacket;Outerwear;50;M;Turquoise;Summer;3.4;Free Shipping;Yes;Yes;31;Cash
441;20;Male;Oklahoma;Yes;Fortnightly;Shirt;Clothing;89;XL;Maroon;Winter;3.5;Store Pickup;Yes;Yes;34;Debit Card
442;43;Male;Florida;Yes;Annually;Hoodie;Clothing;81;M;Maroon;Winter;4.2;Standard;Yes;Yes;32;Credit Card
443;29;Male;Michigan;Yes;Quarterly;Sunglasses;Accessories;69;M;Olive;Fall;3.5;Store Pickup;Yes;Yes;31;Credit Card
444;22;Male;Hawaii;Yes;Annually;Sunglasses;Accessories;67;M;Magenta;Summer;3.6;Free Shipping;Yes;Yes;24;PayPal
445;48;Male;California;Yes;Annually;Dress;Clothing;20;M;Red;Summer;4.3;Store Pickup;Yes;Yes;31;Debit Card
446;42;Male;Iowa;Yes;Annually;Boots;Footwear;29;M;Olive;Fall;4.9;Standard;Yes;Yes;18;Venmo
447;19;Male;West Virginia;Yes;Monthly;Shirt;Clothing;74;M;Silver;Summer;4.1;Store Pickup;Yes;Yes;15;Venmo
448;60;Male;Washington;Yes;Every 3 Months;Shorts;Clothing;82;S;Turquoise;Spring;3.6;Standard;Yes;Yes;7;Bank Transfer
449;32;Male;Missouri;Yes;Fortnightly;Gloves;Accessories;23;M;Yellow;Summer;3.4;Next Day Air;Yes;Yes;35;Bank Transfer
450;26;Male;New York;Yes;Monthly;Jewelry;Accessories;45;L;Peach;Summer;2.9;2-Day Shipping;Yes;Yes;35;Bank Transfer
451;25;Male;Connecticut;Yes;Monthly;Boots;Footwear;21;L;Beige;Summer;2.7;Store Pickup;Yes;Yes;19;Credit Card
452;66;Male;Virginia;Yes;Fortnightly;Jewelry;Accessories;31;M;Pink;Summer;4.3;Express;Yes;Yes;26;Credit Card
453;45;Male;Missouri;Yes;Fortnightly;Pants;Clothing;45;M;Violet;Summer;3.3;Express;Yes;Yes;39;PayPal
454;54;Male;Nebraska;Yes;Weekly;Jewelry;Accessories;56;XL;Peach;Winter;2.8;Next Day Air;Yes;Yes;22;Credit Card
455;37;Male;New Jersey;Yes;Bi-Weekly;Jacket;Outerwear;97;S;Gold;Summer;3.2;Next Day Air;Yes;Yes;14;Cash
456;54;Male;Utah;Yes;Fortnightly;Blouse;Clothing;100;XL;Gold;Fall;3.6;Store Pickup;Yes;Yes;50;Debit Card
457;50;Male;North Carolina;Yes;Quarterly;Blouse;Clothing;96;S;Indigo;Fall;4;2-Day Shipping;Yes;Yes;33;Credit Card
458;25;Male;Rhode Island;Yes;Every 3 Months;Gloves;Accessories;99;M;Blue;Spring;4.9;Next Day Air;Yes;Yes;48;Debit Card
459;47;Male;Arkansas;Yes;Monthly;Shorts;Clothing;91;L;Black;Winter;4;2-Day Shipping;Yes;Yes;48;PayPal
460;63;Male;Maryland;Yes;Fortnightly;Hat;Accessories;30;L;Black;Winter;3.8;Standard;Yes;Yes;27;PayPal
461;64;Male;South Carolina;Yes;Weekly;Shoes;Footwear;65;L;Teal;Summer;3.7;Store Pickup;Yes;Yes;27;Bank Transfer
462;18;Male;Ohio;Yes;Weekly;Boots;Footwear;93;M;Yellow;Winter;3.9;Express;Yes;Yes;20;Venmo
463;59;Male;Illinois;Yes;Every 3 Months;Jacket;Outerwear;81;M;White;Fall;3.3;Express;Yes;Yes;48;Venmo
464;37;Male;Georgia;Yes;Weekly;Jewelry;Accessories;81;S;Orange;Summer;2.7;Standard;Yes;Yes;29;Venmo
465;23;Male;Alabama;Yes;Monthly;Sunglasses;Accessories;52;M;Silver;Winter;4.7;Next Day Air;Yes;Yes;45;PayPal
466;54;Male;Oklahoma;Yes;Quarterly;Skirt;Clothing;88;M;Pink;Summer;2.8;Next Day Air;Yes;Yes;25;Cash
467;38;Male;Vermont;Yes;Weekly;Jeans;Clothing;24;L;Turquoise;Winter;4.6;Free Shipping;Yes;Yes;25;PayPal
468;19;Male;Nebraska;Yes;Every 3 Months;Backpack;Accessories;51;S;Orange;Spring;4.5;2-Day Shipping;Yes;Yes;37;Debit Card
469;34;Male;Georgia;Yes;Quarterly;Backpack;Accessories;38;S;Peach;Fall;5;Free Shipping;Yes;Yes;16;Cash
470;21;Male;Alabama;Yes;Bi-Weekly;Shorts;Clothing;46;L;Pink;Fall;4.1;2-Day Shipping;Yes;Yes;30;Debit Card
471;50;Male;Minnesota;Yes;Every 3 Months;Dress;Clothing;63;L;Teal;Summer;4.6;Express;Yes;Yes;6;Cash
472;55;Male;Missouri;Yes;Quarterly;Scarf;Accessories;72;XL;White;Winter;4.9;2-Day Shipping;Yes;Yes;36;Bank Transfer
473;20;Male;Georgia;Yes;Quarterly;Jeans;Clothing;39;L;Gray;Winter;3.9;Free Shipping;Yes;Yes;3;Bank Transfer
474;34;Male;West Virginia;Yes;Every 3 Months;Coat;Outerwear;42;L;Olive;Spring;3.9;Store Pickup;Yes;Yes;29;PayPal
475;62;Male;Arkansas;Yes;Quarterly;Sweater;Clothing;76;XL;Maroon;Summer;2.6;2-Day Shipping;Yes;Yes;15;Cash
476;21;Male;Ohio;Yes;Annually;Sneakers;Footwear;66;L;Magenta;Summer;2.7;Free Shipping;Yes;Yes;18;Debit Card
477;21;Male;Connecticut;Yes;Fortnightly;Scarf;Accessories;90;M;Magenta;Spring;3.5;Free Shipping;Yes;Yes;2;Debit Card
478;42;Male;North Dakota;Yes;Weekly;Sweater;Clothing;56;M;Green;Summer;3.7;Free Shipping;Yes;Yes;49;Debit Card
479;35;Male;Kansas;Yes;Annually;Jewelry;Accessories;43;XL;Turquoise;Winter;3.2;Free Shipping;Yes;Yes;48;Venmo
480;39;Male;Iowa;Yes;Monthly;Handbag;Accessories;84;L;Yellow;Winter;3.3;Store Pickup;Yes;Yes;43;Venmo
481;68;Male;Vermont;Yes;Bi-Weekly;Hoodie;Clothing;88;M;Gray;Summer;4.8;Standard;Yes;Yes;30;Debit Card
482;46;Male;Wisconsin;Yes;Fortnightly;Hat;Accessories;88;L;Peach;Fall;3.2;2-Day Shipping;Yes;Yes;10;PayPal
483;41;Male;Connecticut;Yes;Annually;Belt;Accessories;42;M;Yellow;Winter;2.5;2-Day Shipping;Yes;Yes;11;Venmo
484;23;Male;Oklahoma;Yes;Weekly;Hoodie;Clothing;73;M;White;Fall;3.9;Store Pickup;Yes;Yes;12;Debit Card
485;68;Male;Missouri;Yes;Quarterly;Hat;Accessories;73;L;Lavender;Summer;4.7;Free Shipping;Yes;Yes;28;Bank Transfer
486;48;Male;Tennessee;Yes;Fortnightly;Shoes;Footwear;44;S;Blue;Spring;2.6;Next Day Air;Yes;Yes;36;Debit Card
487;38;Male;New Mexico;Yes;Every 3 Months;Sandals;Footwear;63;M;Charcoal;Fall;2.8;Store Pickup;Yes;Yes;37;Venmo
488;41;Male;Iowa;Yes;Quarterly;Jacket;Outerwear;68;L;Red;Winter;4.4;Store Pickup;Yes;Yes;22;Credit Card
489;58;Male;Maine;Yes;Weekly;Sweater;Clothing;29;L;Olive;Spring;4.6;Standard;Yes;Yes;32;Venmo
490;49;Male;South Dakota;Yes;Annually;Socks;Clothing;85;M;Green;Summer;3.2;Standard;Yes;Yes;40;PayPal
491;57;Male;Colorado;Yes;Monthly;Sneakers;Footwear;42;M;Silver;Winter;4.2;2-Day Shipping;Yes;Yes;47;Cash
492;49;Male;Vermont;Yes;Bi-Weekly;Coat;Outerwear;69;M;Silver;Summer;3.7;2-Day Shipping;Yes;Yes;24;Credit Card
493;50;Male;Michigan;Yes;Weekly;Shirt;Clothing;62;M;Black;Fall;3.9;Standard;Yes;Yes;11;Debit Card
494;28;Male;Nevada;Yes;Bi-Weekly;Backpack;Accessories;48;XL;Red;Summer;4.7;Store Pickup;Yes;Yes;19;Cash
495;38;Male;Indiana;Yes;Weekly;Boots;Footwear;68;M;Indigo;Winter;4.5;Express;Yes;Yes;42;Debit Card
496;33;Male;Michigan;Yes;Fortnightly;Handbag;Accessories;36;XL;Cyan;Fall;3.3;Free Shipping;Yes;Yes;6;Debit Card
497;30;Male;California;Yes;Fortnightly;Dress;Clothing;63;S;Maroon;Fall;3.3;Express;Yes;Yes;31;Venmo
498;43;Male;Oklahoma;Yes;Weekly;Sneakers;Footwear;39;S;Silver;Winter;4.6;Free Shipping;Yes;Yes;31;Cash
499;43;Male;Iowa;Yes;Monthly;Boots;Footwear;78;M;Lavender;Spring;3.6;Free Shipping;Yes;Yes;27;Bank Transfer
500;36;Male;Rhode Island;Yes;Monthly;Shoes;Footwear;99;L;Silver;Winter;4.8;Express;Yes;Yes;24;PayPal
501;36;Male;Washington;Yes;Every 3 Months;T-shirt;Clothing;31;L;Purple;Fall;4.8;Next Day Air;Yes;Yes;35;Venmo
502;64;Male;Florida;Yes;Annually;Boots;Footwear;45;M;Cyan;Spring;2.9;Next Day Air;Yes;Yes;21;Venmo
503;59;Male;South Carolina;Yes;Fortnightly;Pants;Clothing;30;S;Cyan;Fall;2.8;Express;Yes;Yes;8;PayPal
504;55;Male;West Virginia;Yes;Quarterly;Shoes;Footwear;24;M;Lavender;Summer;3.2;Next Day Air;Yes;Yes;26;Bank Transfer
505;42;Male;Missouri;Yes;Annually;Shoes;Footwear;22;M;Maroon;Winter;3.9;Free Shipping;Yes;Yes;26;PayPal
506;61;Male;Maine;Yes;Bi-Weekly;T-shirt;Clothing;63;L;Gray;Spring;4.3;Express;Yes;Yes;9;Cash
507;28;Male;Georgia;Yes;Annually;Scarf;Accessories;40;M;Olive;Fall;2.7;2-Day Shipping;Yes;Yes;48;Debit Card
508;65;Male;Maine;Yes;Fortnightly;Shorts;Clothing;20;M;Magenta;Spring;5;Store Pickup;Yes;Yes;33;Debit Card
509;27;Male;Illinois;Yes;Quarterly;Jewelry;Accessories;20;S;Yellow;Winter;3.7;Store Pickup;Yes;Yes;31;PayPal
510;41;Male;Delaware;Yes;Weekly;T-shirt;Clothing;80;L;Cyan;Summer;3.9;Free Shipping;Yes;Yes;17;Debit Card
511;21;Male;West Virginia;Yes;Annually;Shirt;Clothing;87;M;Teal;Fall;3.9;2-Day Shipping;Yes;Yes;22;Venmo
512;61;Male;Hawaii;Yes;Annually;Shirt;Clothing;46;L;Yellow;Fall;3.1;Free Shipping;Yes;Yes;8;PayPal
513;19;Male;New York;Yes;Monthly;Gloves;Accessories;49;L;Peach;Winter;3.3;Next Day Air;Yes;Yes;2;Bank Transfer
514;22;Male;New Mexico;Yes;Annually;Scarf;Accessories;65;M;Peach;Fall;3.6;Store Pickup;Yes;Yes;45;Venmo
515;64;Male;Indiana;Yes;Quarterly;Skirt;Clothing;62;S;Olive;Winter;4.3;Standard;Yes;Yes;47;PayPal
516;28;Male;Kentucky;Yes;Monthly;Hat;Accessories;67;L;Charcoal;Spring;4.5;Next Day Air;Yes;Yes;7;Cash
517;34;Male;West Virginia;Yes;Bi-Weekly;Hoodie;Clothing;41;L;Indigo;Fall;2.8;2-Day Shipping;Yes;Yes;19;Debit Card
518;61;Male;North Dakota;Yes;Every 3 Months;Boots;Footwear;49;L;Silver;Fall;2.7;Free Shipping;Yes;Yes;44;Cash
519;24;Male;Oregon;Yes;Every 3 Months;Blouse;Clothing;100;M;Beige;Fall;2.9;Next Day Air;Yes;Yes;16;Venmo
520;19;Male;Minnesota;Yes;Quarterly;Belt;Accessories;54;L;Blue;Summer;4.4;2-Day Shipping;Yes;Yes;17;Bank Transfer
521;51;Male;South Carolina;Yes;Quarterly;Sunglasses;Accessories;84;M;White;Spring;3.9;Free Shipping;Yes;Yes;20;Debit Card
522;36;Male;Vermont;Yes;Annually;Shorts;Clothing;41;L;Gold;Winter;3.5;Standard;Yes;Yes;50;Bank Transfer
523;65;Male;Minnesota;Yes;Quarterly;Gloves;Accessories;88;M;Blue;Spring;2.5;Store Pickup;Yes;Yes;37;Cash
524;46;Male;Delaware;Yes;Quarterly;Sandals;Footwear;40;M;Orange;Spring;4.9;Express;Yes;Yes;5;PayPal
525;59;Male;Pennsylvania;Yes;Annually;Shirt;Clothing;39;M;Gold;Summer;4.8;Free Shipping;Yes;Yes;44;PayPal
526;51;Male;Iowa;Yes;Monthly;Coat;Outerwear;37;M;Cyan;Spring;3.2;Next Day Air;Yes;Yes;41;Debit Card
527;51;Male;New Jersey;Yes;Monthly;Pants;Clothing;52;S;Red;Winter;4.9;Standard;Yes;Yes;19;Cash
528;21;Male;South Carolina;Yes;Every 3 Months;T-shirt;Clothing;23;L;Yellow;Winter;4.3;Next Day Air;Yes;Yes;47;Bank Transfer
529;34;Male;Maryland;Yes;Annually;Sneakers;Footwear;88;S;Beige;Winter;3.2;Express;Yes;Yes;40;Cash
530;32;Male;California;Yes;Monthly;Shorts;Clothing;84;M;Orange;Fall;3.7;Standard;Yes;Yes;6;Credit Card
531;48;Male;Montana;Yes;Bi-Weekly;Coat;Outerwear;37;XL;Magenta;Winter;3.2;Store Pickup;Yes;Yes;25;Credit Card
532;50;Male;Vermont;Yes;Weekly;Sandals;Footwear;51;L;Purple;Fall;3.4;Next Day Air;Yes;Yes;42;Cash
533;26;Male;Texas;Yes;Every 3 Months;Pants;Clothing;76;L;Black;Winter;4.1;Express;Yes;Yes;35;Bank Transfer
534;57;Male;North Carolina;Yes;Weekly;Sandals;Footwear;60;L;Pink;Spring;4.5;Next Day Air;Yes;Yes;17;Debit Card
535;65;Male;Florida;Yes;Quarterly;Gloves;Accessories;72;L;Pink;Fall;4.5;Next Day Air;Yes;Yes;4;PayPal
536;56;Male;West Virginia;Yes;Weekly;T-shirt;Clothing;45;L;Maroon;Spring;3.2;Free Shipping;Yes;Yes;24;Bank Transfer
537;44;Male;Illinois;Yes;Every 3 Months;Jacket;Outerwear;84;S;Maroon;Fall;4.4;Store Pickup;Yes;Yes;16;Debit Card
538;50;Male;Virginia;Yes;Annually;Blouse;Clothing;49;S;Turquoise;Summer;3;Store Pickup;Yes;Yes;14;Debit Card
539;27;Male;Virginia;Yes;Weekly;Socks;Clothing;22;XL;Green;Spring;3.2;Free Shipping;Yes;Yes;43;Cash
540;49;Male;Wyoming;Yes;Weekly;Coat;Outerwear;48;M;Violet;Winter;4;Store Pickup;Yes;Yes;49;Debit Card
541;49;Male;South Carolina;Yes;Every 3 Months;Dress;Clothing;37;M;Lavender;Spring;3.1;Next Day Air;Yes;Yes;33;Cash
542;52;Male;Connecticut;Yes;Bi-Weekly;Jacket;Outerwear;27;L;Gray;Fall;2.8;Next Day Air;Yes;Yes;45;Cash
543;27;Male;Illinois;Yes;Bi-Weekly;Boots;Footwear;79;XL;Teal;Spring;4.6;Next Day Air;Yes;Yes;35;Cash
544;53;Male;Alabama;Yes;Monthly;Skirt;Clothing;98;S;Red;Spring;4.3;Express;Yes;Yes;11;Credit Card
545;34;Male;Washington;Yes;Every 3 Months;Sandals;Footwear;64;S;Yellow;Summer;3.3;Standard;Yes;Yes;30;Bank Transfer
546;33;Male;Alabama;Yes;Annually;Coat;Outerwear;32;L;Magenta;Summer;3.5;2-Day Shipping;Yes;Yes;48;Debit Card
547;62;Male;New Mexico;Yes;Bi-Weekly;Hoodie;Clothing;74;M;Brown;Winter;3.4;Free Shipping;Yes;Yes;45;Venmo
548;38;Male;Nevada;Yes;Weekly;Jacket;Outerwear;50;M;Blue;Winter;2.8;Free Shipping;Yes;Yes;26;Venmo
549;36;Male;Nebraska;Yes;Every 3 Months;Backpack;Accessories;64;M;Black;Winter;4.6;Store Pickup;Yes;Yes;41;Debit Card
550;31;Male;Arizona;Yes;Bi-Weekly;Backpack;Accessories;29;S;Olive;Fall;3.6;Express;Yes;Yes;37;Venmo
551;62;Male;Georgia;Yes;Weekly;Belt;Accessories;62;M;Olive;Summer;3.3;Store Pickup;Yes;Yes;12;PayPal
552;29;Male;Idaho;Yes;Bi-Weekly;Coat;Outerwear;78;XL;Green;Fall;3.1;2-Day Shipping;Yes;Yes;27;Cash
553;24;Male;Missouri;Yes;Weekly;T-shirt;Clothing;94;M;Peach;Fall;3.5;Express;Yes;Yes;18;Bank Transfer
554;63;Male;Florida;Yes;Quarterly;Sunglasses;Accessories;59;M;White;Winter;3.2;Express;Yes;Yes;15;Credit Card
555;56;Male;Minnesota;Yes;Weekly;Sneakers;Footwear;47;M;Red;Summer;3;Express;Yes;Yes;34;Bank Transfer
556;63;Male;Maine;Yes;Annually;Gloves;Accessories;57;M;White;Fall;4.8;Express;Yes;Yes;37;Venmo
557;40;Male;Montana;Yes;Fortnightly;Coat;Outerwear;90;L;Indigo;Winter;5;Store Pickup;Yes;Yes;21;Cash
558;18;Male;Alaska;Yes;Weekly;Shirt;Clothing;60;M;White;Spring;2.9;Free Shipping;Yes;Yes;31;Debit Card
559;50;Male;Iowa;Yes;Every 3 Months;Sneakers;Footwear;77;L;Teal;Fall;3.2;Express;Yes;Yes;43;Debit Card
560;66;Male;Arizona;Yes;Monthly;Scarf;Accessories;41;M;Indigo;Fall;2.9;Store Pickup;Yes;Yes;22;Bank Transfer
561;25;Male;Louisiana;Yes;Annually;Jewelry;Accessories;48;L;Red;Fall;3.3;Free Shipping;Yes;Yes;12;Debit Card
562;65;Male;Alabama;Yes;Fortnightly;Jacket;Outerwear;65;M;Blue;Fall;2.6;Next Day Air;Yes;Yes;25;PayPal
563;53;Male;Missouri;Yes;Annually;Jeans;Clothing;62;M;Blue;Summer;3.5;Standard;Yes;Yes;40;Debit Card
564;61;Male;Idaho;Yes;Quarterly;Shoes;Footwear;99;M;Black;Fall;4.4;Standard;Yes;Yes;16;Debit Card
565;67;Male;Florida;Yes;Weekly;Hoodie;Clothing;58;M;Olive;Winter;3.4;Next Day Air;Yes;Yes;30;Bank Transfer
566;59;Male;Idaho;Yes;Weekly;Backpack;Accessories;43;L;Lavender;Fall;4.2;Store Pickup;Yes;Yes;10;Venmo
567;55;Male;Alabama;Yes;Fortnightly;Sneakers;Footwear;93;M;Indigo;Spring;3.6;Store Pickup;Yes;Yes;1;Debit Card
568;21;Male;New Hampshire;Yes;Fortnightly;Blouse;Clothing;50;S;Red;Winter;3;Next Day Air;Yes;Yes;24;Venmo
569;44;Male;Utah;Yes;Monthly;Pants;Clothing;88;L;Red;Summer;4;Free Shipping;Yes;Yes;36;PayPal
570;65;Male;Alabama;Yes;Every 3 Months;Skirt;Clothing;33;M;Pink;Fall;4.4;Express;Yes;Yes;46;Credit Card
571;65;Male;Iowa;Yes;Annually;T-shirt;Clothing;99;XL;Purple;Fall;4.1;Standard;Yes;Yes;20;Cash
572;54;Male;Kentucky;Yes;Weekly;Jacket;Outerwear;76;XL;Cyan;Spring;3.6;Free Shipping;Yes;Yes;37;Venmo
573;56;Male;South Carolina;Yes;Annually;Scarf;Accessories;97;XL;Cyan;Summer;4.6;Next Day Air;Yes;Yes;26;Bank Transfer
574;58;Male;California;Yes;Bi-Weekly;Pants;Clothing;68;M;Charcoal;Summer;3.2;2-Day Shipping;Yes;Yes;23;Credit Card
575;54;Male;Maine;Yes;Bi-Weekly;Sneakers;Footwear;79;L;Red;Fall;4.8;Free Shipping;Yes;Yes;20;Bank Transfer
576;58;Male;Nebraska;Yes;Monthly;Jeans;Clothing;86;M;Peach;Fall;4.8;Express;Yes;Yes;38;PayPal
577;48;Male;Washington;Yes;Every 3 Months;Hat;Accessories;68;M;Black;Winter;5;2-Day Shipping;Yes;Yes;5;Credit Card
578;19;Male;Alabama;Yes;Annually;Skirt;Clothing;52;M;Black;Fall;3.7;Store Pickup;Yes;Yes;41;Venmo
579;69;Male;Maine;Yes;Fortnightly;Sandals;Footwear;90;M;Purple;Fall;4.6;Next Day Air;Yes;Yes;22;Credit Card
580;58;Male;California;Yes;Annually;Sandals;Footwear;41;M;Violet;Winter;3.7;Free Shipping;Yes;Yes;48;Credit Card
581;49;Male;Iowa;Yes;Weekly;Sweater;Clothing;80;M;Orange;Spring;4.1;Free Shipping;Yes;Yes;10;PayPal
582;32;Male;Iowa;Yes;Every 3 Months;Sweater;Clothing;100;XL;Charcoal;Winter;2.7;Store Pickup;Yes;Yes;12;Bank Transfer
583;40;Male;Colorado;Yes;Quarterly;Jacket;Outerwear;77;L;Turquoise;Spring;4.9;Store Pickup;Yes;Yes;2;Bank Transfer
584;25;Male;California;Yes;Monthly;Shorts;Clothing;78;L;Yellow;Spring;4;Store Pickup;Yes;Yes;38;PayPal
585;70;Male;Indiana;Yes;Monthly;Socks;Clothing;94;M;White;Spring;4.7;Free Shipping;Yes;Yes;20;Debit Card
586;69;Male;South Carolina;Yes;Every 3 Months;Socks;Clothing;23;M;Gray;Fall;2.8;Next Day Air;Yes;Yes;5;Cash
587;45;Male;Wisconsin;Yes;Annually;Hoodie;Clothing;20;S;Blue;Winter;4.9;2-Day Shipping;Yes;Yes;9;Venmo
588;29;Male;Washington;Yes;Every 3 Months;Socks;Clothing;86;S;Maroon;Fall;4.2;Express;Yes;Yes;48;Debit Card
589;47;Male;South Dakota;Yes;Quarterly;Boots;Footwear;60;M;Violet;Fall;3;Standard;Yes;Yes;9;Debit Card
590;28;Male;Minnesota;Yes;Annually;Shirt;Clothing;70;M;Orange;Fall;3.4;2-Day Shipping;Yes;Yes;40;PayPal
591;64;Male;Alaska;Yes;Fortnightly;Belt;Accessories;39;S;Turquoise;Fall;4.6;Standard;Yes;Yes;30;Venmo
592;47;Male;Kentucky;Yes;Bi-Weekly;Backpack;Accessories;37;L;Olive;Fall;4.2;Store Pickup;Yes;Yes;6;Debit Card
593;60;Male;North Dakota;Yes;Every 3 Months;Boots;Footwear;29;M;Brown;Fall;3.2;Free Shipping;Yes;Yes;42;Venmo
594;67;Male;Alaska;Yes;Every 3 Months;Coat;Outerwear;35;S;Green;Winter;4.4;Store Pickup;Yes;Yes;9;PayPal
595;35;Male;Oklahoma;Yes;Monthly;Hoodie;Clothing;83;S;Brown;Winter;2.5;Next Day Air;Yes;Yes;6;Debit Card
596;30;Male;Delaware;Yes;Quarterly;Shoes;Footwear;77;M;Silver;Summer;3.6;Next Day Air;Yes;Yes;47;PayPal
597;23;Male;Montana;Yes;Annually;Shoes;Footwear;37;XL;White;Summer;4.5;Store Pickup;Yes;Yes;36;Venmo
598;70;Male;Alaska;Yes;Fortnightly;Jewelry;Accessories;69;L;Gold;Summer;3.4;Standard;Yes;Yes;19;Bank Transfer
599;21;Male;California;Yes;Every 3 Months;Dress;Clothing;66;L;Green;Winter;3.2;2-Day Shipping;Yes;Yes;30;Cash
600;51;Male;Massachusetts;Yes;Every 3 Months;Boots;Footwear;26;L;Teal;Spring;4.2;Standard;Yes;Yes;27;Debit Card
601;22;Male;South Carolina;Yes;Monthly;Hat;Accessories;63;M;Charcoal;Spring;5;2-Day Shipping;Yes;Yes;25;Venmo
602;32;Male;West Virginia;Yes;Fortnightly;Backpack;Accessories;38;M;Maroon;Summer;4.7;Store Pickup;Yes;Yes;5;Cash
603;37;Male;Oregon;Yes;Every 3 Months;Shoes;Footwear;58;L;Lavender;Summer;4.2;Next Day Air;Yes;Yes;10;Cash
604;31;Male;Massachusetts;Yes;Every 3 Months;Handbag;Accessories;46;L;Green;Winter;3.4;2-Day Shipping;Yes;Yes;26;PayPal
605;44;Male;West Virginia;Yes;Every 3 Months;Sunglasses;Accessories;92;S;Pink;Fall;4.4;Store Pickup;Yes;Yes;11;Credit Card
606;40;Male;California;Yes;Weekly;Hat;Accessories;32;XL;Charcoal;Winter;4.2;Standard;Yes;Yes;17;Bank Transfer
607;27;Male;Colorado;Yes;Monthly;Scarf;Accessories;90;M;Blue;Spring;4.5;Standard;Yes;Yes;44;PayPal
608;47;Male;Indiana;Yes;Monthly;Hoodie;Clothing;23;L;Purple;Fall;2.8;Next Day Air;Yes;Yes;44;Cash
609;41;Male;Delaware;Yes;Every 3 Months;Backpack;Accessories;25;S;Gold;Fall;3.3;Next Day Air;Yes;Yes;21;Venmo
610;51;Male;Ohio;Yes;Fortnightly;Sweater;Clothing;54;L;Purple;Fall;4.6;Next Day Air;Yes;Yes;49;Credit Card
611;53;Male;Oklahoma;Yes;Every 3 Months;Shorts;Clothing;72;M;Charcoal;Summer;2.5;Free Shipping;Yes;Yes;27;Bank Transfer
612;43;Male;California;Yes;Monthly;Scarf;Accessories;33;M;Black;Winter;4.7;Store Pickup;Yes;Yes;19;Cash
613;67;Male;New Hampshire;Yes;Quarterly;Hat;Accessories;43;L;Lavender;Fall;4.6;Express;Yes;Yes;33;Credit Card
614;61;Male;Pennsylvania;Yes;Bi-Weekly;Coat;Outerwear;51;L;Lavender;Fall;2.6;Standard;Yes;Yes;46;Cash
615;68;Male;Idaho;Yes;Bi-Weekly;Jewelry;Accessories;85;M;Lavender;Winter;4;Standard;Yes;Yes;21;Credit Card
616;67;Male;Maryland;Yes;Annually;Sandals;Footwear;100;L;Olive;Summer;2.6;Next Day Air;Yes;Yes;23;Venmo
617;29;Male;Pennsylvania;Yes;Every 3 Months;Gloves;Accessories;72;L;Teal;Spring;4.6;Free Shipping;Yes;Yes;38;Credit Card
618;50;Male;Colorado;Yes;Quarterly;Backpack;Accessories;57;M;Maroon;Fall;2.6;Standard;Yes;Yes;2;Bank Transfer
619;61;Male;Indiana;Yes;Bi-Weekly;Jacket;Outerwear;94;L;Cyan;Spring;4;Express;Yes;Yes;21;Debit Card
620;19;Male;Nebraska;Yes;Every 3 Months;Backpack;Accessories;34;M;Charcoal;Summer;4.6;Store Pickup;Yes;Yes;1;Debit Card
621;33;Male;Rhode Island;Yes;Every 3 Months;Backpack;Accessories;89;M;Black;Fall;3.7;2-Day Shipping;Yes;Yes;10;Venmo
622;51;Male;Kansas;Yes;Weekly;Sunglasses;Accessories;27;S;Red;Fall;4.4;Store Pickup;Yes;Yes;45;Credit Card
623;69;Male;Georgia;Yes;Fortnightly;Socks;Clothing;63;S;Peach;Spring;4;Next Day Air;Yes;Yes;44;Bank Transfer
