Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased
26;Female;Virginia;No;Quarterly;Backpack
26;Female;Wyoming;No;Fortnightly;Sunglasses
26;Male;Alabama;No;Fortnightly;Coat
26;Male;Arizona;Yes;Bi-Weekly;Dress
26;Male;California;No;Bi-Weekly;Belt
26;Male;Colorado;No;Quarterly;Hat, Gloves
26;Male;Connecticut;No;Bi-Weekly;Hoodie
26;Male;Florida;No;Bi-Weekly;Socks
26;Male;Georgia;No;Bi-Weekly;Backpack
26;Male;Hawaii;Yes;Bi-Weekly;T-shirt
26;Male;Idaho;Yes;Annually;T-shirt
26;Male;Illinois;No;Fortnightly;Jewelry
26;Male;Illinois;Yes;Monthly;Sweater
26;Male;Iowa;No;Weekly;Coat
26;Male;Kentucky;No;Annually;Belt
26;Male;Louisiana;No;Fortnightly;Hoodie
26;Male;Massachusetts;Yes;Annually;Belt
26;Male;Missouri;Yes;Quarterly;Hoodie
26;Male;Nebraska;No;Bi-Weekly;Sandals
26;Male;Nevada;No;Monthly;Jewelry
26;Male;New Hampshire;No;Bi-Weekly;Scarf
26;Male;New Jersey;Yes;Every 3 Months;Sunglasses
26;Male;New York;Yes;Monthly;Jewelry
26;Male;North Carolina;No;Every 3 Months;Sweater, Sandals
26;Male;North Dakota;Yes;Annually;Jacket
26;Male;Pennsylvania;No;Bi-Weekly;Blouse
26;Male;Rhode Island;No;Quarterly;Hoodie
26;Male;South Carolina;Yes;Monthly;Shoes
26;Male;South Dakota;Yes;Fortnightly;Jacket, Jeans
26;Male;Tennessee;No;Monthly;Pants
26;Male;Texas;Yes;Every 3 Months;Pants
26;Male;Utah;No;Weekly;Shoes
26;Male;Utah;Yes;Bi-Weekly;Shoes
26;Male;Vermont;Yes;Annually;Shoes
26;Male;Virginia;No;Bi-Weekly;Socks
26;Male;Virginia;No;Monthly;Shoes
26;Male;Virginia;No;Quarterly;Shirt
26;Male;Virginia;No;Weekly;Hat
26;Male;Washington;No;Every 3 Months;Jewelry
26;Male;Washington;No;Quarterly;Jeans
26;Male;West Virginia;No;Fortnightly;Skirt
26;Male;West Virginia;Yes;Annually;Coat
26;Male;Wisconsin;No;Fortnightly;Hat
27;Female;Alaska;No;Weekly;Skirt, Handbag
27;Female;Arizona;No;Fortnightly;Jeans
27;Female;Connecticut;No;Quarterly;Belt, Boots
27;Female;Delaware;No;Bi-Weekly;Coat
27;Female;Illinois;No;Annually;Sandals
27;Female;Illinois;No;Monthly;Hat
27;Female;Illinois;No;Weekly;Shirt
27;Female;Kansas;No;Bi-Weekly;Sandals
27;Female;Kansas;No;Monthly;Belt
27;Female;Kentucky;No;Monthly;Handbag
27;Female;Louisiana;No;Every 3 Months;Backpack
27;Female;Maine;No;Every 3 Months;Sweater
27;Female;Maine;No;Fortnightly;Jewelry
27;Female;Minnesota;No;Monthly;Dress
27;Female;Mississippi;No;Every 3 Months;Jewelry
27;Female;New Jersey;No;Quarterly;Pants
27;Female;North Carolina;No;Bi-Weekly;Boots
27;Female;Ohio;No;Monthly;Blouse
27;Female;Oklahoma;No;Every 3 Months;Shirt
27;Female;Oregon;No;Annually;Pants
27;Female;South Dakota;No;Every 3 Months;Dress
27;Female;Texas;No;Annually;Shoes
27;Female;Texas;No;Monthly;Sunglasses
27;Female;Utah;No;Quarterly;Sneakers
27;Female;Washington;No;Bi-Weekly;T-shirt
27;Female;Wyoming;No;Weekly;Sneakers
27;Male;Arizona;No;Bi-Weekly;Shorts
27;Male;Arizona;No;Monthly;Sandals
27;Male;Arkansas;No;Quarterly;Shirt
27;Male;California;No;Monthly;Shirt
27;Male;Colorado;No;Annually;Dress
27;Male;Colorado;Yes;Monthly;Scarf
27;Male;Connecticut;No;Weekly;Coat
27;Male;Delaware;No;Quarterly;Blouse
27;Male;Florida;No;Bi-Weekly;Gloves
27;Male;Florida;No;Fortnightly;Hat
27;Male;Georgia;No;Weekly;Blouse
27;Male;Georgia;Yes;Weekly;Hoodie
27;Male;Idaho;No;Quarterly;Shirt
27;Male;Illinois;No;Bi-Weekly;Blouse
27;Male;Illinois;No;Fortnightly;Shoes
27;Male;Illinois;No;Quarterly;Handbag
27;Male;Illinois;Yes;Bi-Weekly;Boots
27;Male;Illinois;Yes;Quarterly;Jewelry
27;Male;Indiana;No;Every 3 Months;Socks
27;Male;Iowa;No;Every 3 Months;Sweater
27;Male;Iowa;Yes;Monthly;Shorts
27;Male;Louisiana;No;Monthly;Hoodie
27;Male;Louisiana;Yes;Weekly;Shorts
27;Male;Maine;Yes;Every 3 Months;Blouse
27;Male;Maryland;Yes;Quarterly;Belt
27;Male;Montana;No;Every 3 Months;Scarf, Sneakers
27;Male;Nebraska;No;Fortnightly;Shorts
27;Male;Nebraska;Yes;Annually;Jewelry
27;Male;Nebraska;Yes;Monthly;Sandals, Belt
27;Male;Nevada;Yes;Every 3 Months;Jacket
27;Male;New Jersey;No;Annually;Shorts
27;Male;New York;Yes;Weekly;T-shirt
27;Male;North Carolina;No;Fortnightly;Hoodie
27;Male;North Carolina;Yes;Monthly;Sneakers
27;Male;North Dakota;No;Weekly;Sandals
27;Male;North Dakota;Yes;Bi-Weekly;Coat
27;Male;Ohio;No;Annually;Blouse
27;Male;Oregon;No;Bi-Weekly;Sneakers
27;Male;Oregon;No;Quarterly;Jacket
27;Male;Pennsylvania;No;Bi-Weekly;Hat
27;Male;Pennsylvania;Yes;Annually;Coat
27;Male;South Carolina;Yes;Quarterly;Hoodie
27;Male;South Dakota;No;Quarterly;Backpack
27;Male;Tennessee;No;Fortnightly;Gloves
27;Male;Texas;No;Every 3 Months;Shirt
27;Male;Texas;Yes;Every 3 Months;Jeans
27;Male;Texas;Yes;Monthly;Gloves
27;Male;Virginia;No;Monthly;Jeans
27;Male;Virginia;Yes;Monthly;Boots
27;Male;Virginia;Yes;Weekly;Socks
27;Male;West Virginia;No;Bi-Weekly;Scarf
27;Male;West Virginia;No;Weekly;Sunglasses
27;Male;Wyoming;Yes;Bi-Weekly;Sweater
28;Female;Alaska;No;Monthly;Jeans
28;Female;Alaska;No;Quarterly;Scarf
28;Female;Arizona;No;Quarterly;Coat
28;Female;California;No;Fortnightly;Skirt
28;Female;Colorado;No;Annually;Skirt
28;Female;Florida;No;Bi-Weekly;Handbag
28;Female;Maine;No;Bi-Weekly;Pants
28;Female;Maine;No;Monthly;Sunglasses
28;Female;Michigan;No;Bi-Weekly;Boots
28;Female;Michigan;No;Weekly;Skirt
28;Female;Mississippi;No;Fortnightly;T-shirt
28;Female;Nebraska;No;Fortnightly;Backpack
28;Female;Nevada;No;Bi-Weekly;Gloves
28;Female;Nevada;No;Monthly;Hoodie
28;Female;New Hampshire;No;Every 3 Months;T-shirt
28;Female;North Carolina;No;Bi-Weekly;Sweater
28;Female;North Carolina;No;Quarterly;Socks
28;Female;North Dakota;No;Every 3 Months;Handbag
28;Female;Ohio;No;Quarterly;Socks
28;Female;Pennsylvania;No;Quarterly;Shirt
28;Female;Rhode Island;No;Quarterly;Boots
28;Female;Rhode Island;No;Weekly;Shirt
28;Female;South Carolina;No;Fortnightly;Hoodie
28;Female;Washington;No;Bi-Weekly;Blouse
28;Female;West Virginia;No;Quarterly;Handbag
28;Female;West Virginia;No;Weekly;Handbag
28;Male;Alaska;No;Fortnightly;Shorts
28;Male;Arkansas;No;Bi-Weekly;Belt
28;Male;California;No;Weekly;Jewelry
28;Male;California;Yes;Quarterly;T-shirt, Jeans
28;Male;Colorado;No;Fortnightly;Jewelry
28;Male;Colorado;No;Monthly;Shorts, Scarf
28;Male;Connecticut;Yes;Bi-Weekly;Pants
28;Male;Delaware;No;Fortnightly;Skirt, Dress
28;Male;Georgia;Yes;Annually;Scarf
28;Male;Hawaii;No;Monthly;Belt
28;Male;Hawaii;Yes;Fortnightly;Jeans
28;Male;Hawaii;Yes;Weekly;Hoodie
28;Male;Indiana;No;Fortnightly;Handbag
28;Male;Kansas;No;Annually;Hoodie
28;Male;Kentucky;No;Monthly;Pants
28;Male;Kentucky;Yes;Monthly;Hat
28;Male;Maine;Yes;Weekly;Skirt
28;Male;Maryland;No;Bi-Weekly;Sunglasses, Belt
28;Male;Maryland;Yes;Fortnightly;Sneakers
28;Male;Massachusetts;No;Quarterly;Sandals
28;Male;Minnesota;Yes;Annually;Shirt
28;Male;Mississippi;No;Every 3 Months;Jewelry
28;Male;Mississippi;No;Fortnightly;Handbag
28;Male;Missouri;No;Annually;Skirt
28;Male;Montana;No;Annually;Sneakers
28;Male;Nevada;Yes;Bi-Weekly;Backpack
28;Male;New Mexico;No;Every 3 Months;Shoes
28;Male;New Mexico;Yes;Annually;Sandals
28;Male;New Mexico;Yes;Bi-Weekly;Sneakers
28;Male;New York;No;Every 3 Months;T-shirt
28;Male;New York;Yes;Bi-Weekly;Skirt
28;Male;North Carolina;No;Weekly;Gloves
28;Male;North Carolina;Yes;Quarterly;Hat
28;Male;North Dakota;Yes;Annually;Sunglasses
28;Male;Ohio;No;Quarterly;Coat
28;Male;Ohio;Yes;Fortnightly;Shoes
28;Male;Oregon;No;Monthly;Backpack
28;Male;Pennsylvania;No;Weekly;Scarf
28;Male;Pennsylvania;Yes;Monthly;Sneakers
28;Male;Pennsylvania;Yes;Quarterly;T-shirt
28;Male;Rhode Island;No;Fortnightly;Skirt
28;Male;South Carolina;No;Every 3 Months;Coat
28;Male;Tennessee;Yes;Every 3 Months;Blouse
28;Male;Texas;No;Bi-Weekly;Hoodie
28;Male;Texas;No;Weekly;Handbag
28;Male;Utah;No;Fortnightly;Shorts
28;Male;Washington;No;Bi-Weekly;Gloves
28;Male;West Virginia;No;Bi-Weekly;Shorts
28;Male;Wisconsin;No;Weekly;Gloves
29;Female;Alaska;No;Monthly;Sandals
29;Female;Arkansas;No;Quarterly;Sandals
29;Female;Florida;No;Annually;Hat
29;Female;Maine;No;Bi-Weekly;Boots
29;Female;Maryland;No;Fortnightly;Coat
29;Female;Maryland;No;Quarterly;Scarf
29;Female;Minnesota;No;Monthly;Skirt
29;Female;Mississippi;No;Quarterly;Boots
29;Female;Montana;No;Quarterly;Coat
29;Female;Nevada;No;Bi-Weekly;Backpack
29;Female;New Mexico;No;Monthly;Belt
29;Female;New Mexico;No;Quarterly;Sunglasses
29;Female;New York;No;Bi-Weekly;Jewelry
29;Female;New York;No;Quarterly;Socks
29;Female;New York;No;Weekly;Shoes
29;Female;Pennsylvania;No;Bi-Weekly;Skirt
29;Female;Pennsylvania;No;Every 3 Months;Socks
29;Female;Tennessee;No;Every 3 Months;Skirt
29;Female;Tennessee;No;Quarterly;Pants
29;Female;Texas;No;Quarterly;Shirt
29;Female;Virginia;No;Bi-Weekly;Jeans
29;Female;Virginia;No;Monthly;Shirt
29;Female;Wyoming;No;Quarterly;Blouse
29;Male;Alaska;No;Quarterly;Dress
29;Male;Alaska;Yes;Every 3 Months;Socks
29;Male;California;Yes;Bi-Weekly;Hat
29;Male;Colorado;No;Bi-Weekly;Sweater
29;Male;Delaware;Yes;Quarterly;Sandals
29;Male;Florida;Yes;Every 3 Months;Dress, Gloves
29;Male;Georgia;Yes;Bi-Weekly;Shirt
29;Male;Hawaii;No;Bi-Weekly;Hoodie
29;Male;Idaho;No;Every 3 Months;Pants
29;Male;Idaho;No;Quarterly;Pants
29;Male;Idaho;Yes;Bi-Weekly;Coat
29;Male;Illinois;Yes;Weekly;Shirt
29;Male;Indiana;No;Fortnightly;Pants
29;Male;Iowa;No;Bi-Weekly;Blouse
29;Male;Iowa;Yes;Weekly;Hat
29;Male;Kentucky;No;Bi-Weekly;Jewelry
29;Male;Kentucky;Yes;Bi-Weekly;Handbag
29;Male;Louisiana;No;Bi-Weekly;Belt
29;Male;Maine;No;Monthly;Jacket
29;Male;Maine;No;Quarterly;Skirt
29;Male;Massachusetts;Yes;Annually;Socks
29;Male;Michigan;Yes;Fortnightly;Sunglasses
29;Male;Michigan;Yes;Monthly;Belt
29;Male;Michigan;Yes;Quarterly;Sunglasses
29;Male;Minnesota;No;Annually;Shoes
29;Male;Minnesota;No;Bi-Weekly;Socks
29;Male;Minnesota;No;Every 3 Months;Handbag
29;Male;Mississippi;Yes;Quarterly;Shirt
29;Male;Mississippi;Yes;Weekly;Skirt
29;Male;Montana;Yes;Weekly;Sweater
29;Male;Nebraska;Yes;Every 3 Months;Jeans
29;Male;New Jersey;No;Bi-Weekly;Belt
29;Male;New Jersey;No;Every 3 Months;Sunglasses
29;Male;New Mexico;No;Every 3 Months;Scarf
29;Male;New York;No;Quarterly;Sandals
29;Male;North Dakota;No;Fortnightly;Blouse
29;Male;Ohio;No;Bi-Weekly;Shoes
29;Male;Ohio;Yes;Bi-Weekly;Gloves
29;Male;Oklahoma;No;Weekly;Shorts
29;Male;Oregon;No;Fortnightly;Belt
29;Male;Pennsylvania;Yes;Every 3 Months;Gloves
29;Male;South Dakota;No;Bi-Weekly;Sunglasses
29;Male;South Dakota;No;Monthly;Sneakers
29;Male;Tennessee;No;Monthly;Boots
29;Male;Texas;Yes;Monthly;Shoes
29;Male;Virginia;No;Weekly;Scarf
29;Male;Virginia;Yes;Quarterly;Sweater
29;Male;Virginia;Yes;Weekly;Shorts
29;Male;Washington;No;Quarterly;Shirt
29;Male;Washington;No;Weekly;Backpack
29;Male;Washington;Yes;Every 3 Months;Socks
29;Male;Wyoming;Yes;Weekly;Backpack
30;Female;Alaska;No;Fortnightly;Blouse
30;Female;Colorado;No;Annually;Gloves
30;Female;Delaware;No;Every 3 Months;Blouse
30;Female;Idaho;No;Fortnightly;Jeans
30;Female;Illinois;No;Bi-Weekly;Boots
30;Female;Illinois;No;Fortnightly;Belt
30;Female;Indiana;No;Quarterly;Blouse
30;Female;Michigan;No;Every 3 Months;Sandals
30;Female;Mississippi;No;Every 3 Months;Handbag
30;Female;Mississippi;No;Fortnightly;Socks
30;Female;Mississippi;No;Monthly;Jewelry
30;Female;Missouri;No;Quarterly;T-shirt
30;Female;Montana;No;Quarterly;Shorts
30;Female;Nebraska;No;Every 3 Months;Sandals
30;Female;Nebraska;No;Fortnightly;Coat
30;Female;Nebraska;No;Monthly;Sunglasses
30;Female;Nevada;No;Bi-Weekly;Socks
30;Female;Oklahoma;No;Quarterly;Jeans
30;Female;Pennsylvania;No;Bi-Weekly;Sunglasses
30;Female;Utah;No;Every 3 Months;Handbag
30;Male;Arkansas;No;Bi-Weekly;Jewelry
30;Male;Arkansas;No;Every 3 Months;Hoodie
30;Male;California;Yes;Fortnightly;Dress
30;Male;Colorado;No;Weekly;Skirt
30;Male;Delaware;No;Fortnightly;Gloves
30;Male;Delaware;Yes;Quarterly;Shoes
30;Male;Georgia;No;Every 3 Months;Pants
30;Male;Georgia;No;Weekly;Jewelry
30;Male;Hawaii;Yes;Fortnightly;Shorts
30;Male;Illinois;No;Quarterly;Shoes
30;Male;Indiana;No;Bi-Weekly;Skirt
30;Male;Indiana;No;Fortnightly;Hat
30;Male;Indiana;No;Weekly;Pants
30;Male;Kansas;No;Bi-Weekly;T-shirt
30;Male;Kansas;No;Monthly;Shorts
30;Male;Kansas;No;Quarterly;Sandals
30;Male;Louisiana;No;Weekly;Sweater
30;Male;Louisiana;Yes;Every 3 Months;Shirt
30;Male;Maine;Yes;Fortnightly;Socks
30;Male;Michigan;No;Quarterly;Jacket
30;Male;Minnesota;No;Monthly;Backpack
30;Male;Mississippi;Yes;Fortnightly;Sneakers
30;Male;Missouri;No;Every 3 Months;Pants
30;Male;Missouri;Yes;Bi-Weekly;Jewelry
30;Male;Missouri;Yes;Quarterly;Coat
30;Male;Nevada;Yes;Every 3 Months;Handbag, Shorts
30;Male;New Jersey;Yes;Every 3 Months;Pants
30;Male;New Mexico;No;Fortnightly;Shoes
30;Male;New Mexico;No;Monthly;Skirt
30;Male;New Mexico;No;Weekly;Sneakers, Shirt
30;Male;New Mexico;Yes;Weekly;Backpack
30;Male;New York;No;Weekly;Hat
30;Male;North Carolina;Yes;Bi-Weekly;T-shirt
30;Male;North Dakota;No;Bi-Weekly;Belt
30;Male;Ohio;No;Fortnightly;Jewelry, Skirt
30;Male;Oklahoma;No;Annually;Sandals
30;Male;Oregon;No;Quarterly;Hat
30;Male;South Carolina;Yes;Annually;Shirt
30;Male;South Dakota;No;Monthly;Jeans
30;Male;Texas;No;Weekly;Dress
30;Male;Vermont;No;Bi-Weekly;Handbag
30;Male;Vermont;No;Every 3 Months;Jacket
30;Male;Vermont;No;Quarterly;Coat, Socks
30;Male;Vermont;Yes;Fortnightly;Scarf
30;Male;Virginia;No;Fortnightly;Sunglasses
30;Male;Virginia;No;Monthly;Gloves
30;Male;West Virginia;Yes;Bi-Weekly;Hat
31;Female;Alabama;No;Bi-Weekly;Shirt
31;Female;Alaska;No;Quarterly;Hoodie
31;Female;Georgia;No;Weekly;Blouse
31;Female;Iowa;No;Monthly;Dress
31;Female;Kentucky;No;Every 3 Months;Coat
31;Female;Louisiana;No;Weekly;Jeans
31;Female;Maine;No;Fortnightly;Socks
31;Female;Massachusetts;No;Quarterly;Backpack
31;Female;Michigan;No;Every 3 Months;Sneakers
31;Female;Minnesota;No;Monthly;T-shirt
31;Female;Montana;No;Every 3 Months;Jacket, Backpack
31;Female;Montana;No;Fortnightly;Jeans
31;Female;Montana;No;Monthly;Gloves
31;Female;Nebraska;No;Weekly;Shirt
31;Female;New Hampshire;No;Every 3 Months;Belt
31;Female;New Hampshire;No;Monthly;Sunglasses
31;Female;New Jersey;No;Bi-Weekly;Shoes
31;Female;New York;No;Bi-Weekly;Skirt
31;Female;New York;No;Every 3 Months;Jacket
31;Female;North Carolina;No;Annually;Backpack
31;Female;Ohio;No;Every 3 Months;Dress
31;Female;Ohio;No;Fortnightly;Pants
31;Female;Tennessee;No;Weekly;Boots
31;Female;Utah;No;Annually;Shorts
31;Female;Utah;No;Quarterly;Socks
31;Female;Vermont;No;Annually;Sandals
31;Female;Vermont;No;Every 3 Months;Shoes
31;Female;Washington;No;Weekly;Skirt
31;Female;Wisconsin;No;Fortnightly;Shorts
31;Male;Alabama;Yes;Every 3 Months;Jeans
31;Male;Alaska;No;Every 3 Months;Jewelry
31;Male;Alaska;No;Fortnightly;T-shirt
31;Male;Arizona;Yes;Bi-Weekly;Backpack
31;Male;Arkansas;No;Every 3 Months;Gloves
31;Male;Arkansas;No;Monthly;Shoes
31;Male;California;No;Quarterly;Blouse
31;Male;California;Yes;Monthly;Backpack
31;Male;Colorado;No;Bi-Weekly;Belt
31;Male;Colorado;Yes;Fortnightly;Shoes
31;Male;Delaware;No;Every 3 Months;Sunglasses
31;Male;Florida;No;Bi-Weekly;Coat
31;Male;Florida;Yes;Quarterly;Shirt
31;Male;Georgia;No;Quarterly;Jewelry
31;Male;Georgia;Yes;Every 3 Months;Sneakers
31;Male;Idaho;No;Annually;Shorts
31;Male;Idaho;No;Fortnightly;Shirt, Coat
31;Male;Indiana;No;Annually;Socks
31;Male;Iowa;No;Quarterly;T-shirt
31;Male;Maine;Yes;Weekly;Shoes
31;Male;Maryland;No;Every 3 Months;Jeans
31;Male;Massachusetts;Yes;Every 3 Months;Handbag
31;Male;Michigan;Yes;Monthly;Belt
31;Male;Minnesota;Yes;Monthly;Shirt
31;Male;Mississippi;No;Every 3 Months;Pants
31;Male;Missouri;No;Every 3 Months;Shorts, Sunglasses
31;Male;Missouri;No;Quarterly;Jeans
31;Male;Nevada;No;Every 3 Months;Sneakers
31;Male;New Hampshire;Yes;Annually;Sunglasses
31;Male;New Jersey;No;Bi-Weekly;Jacket
31;Male;New Jersey;No;Monthly;Sweater
31;Male;New Mexico;No;Monthly;Sandals
31;Male;New Mexico;Yes;Monthly;Shorts
31;Male;New York;No;Every 3 Months;Shirt
31;Male;North Carolina;Yes;Quarterly;Pants
31;Male;Oklahoma;No;Annually;T-shirt
31;Male;Oklahoma;Yes;Weekly;Pants
31;Male;Pennsylvania;Yes;Every 3 Months;Blouse
31;Male;Rhode Island;Yes;Fortnightly;Dress
31;Male;South Dakota;No;Annually;Backpack
31;Male;Utah;No;Weekly;Hoodie
31;Male;Utah;Yes;Fortnightly;Socks
31;Male;Vermont;No;Every 3 Months;Socks
31;Male;Washington;No;Monthly;Jeans
31;Male;West Virginia;No;Bi-Weekly;Sunglasses
31;Male;Wyoming;No;Weekly;Jeans
31;Male;Wyoming;Yes;Weekly;Dress
32;Female;Alaska;No;Bi-Weekly;Belt
32;Female;California;No;Weekly;Boots
32;Female;Delaware;No;Every 3 Months;Belt
32;Female;Florida;No;Annually;Handbag
32;Female;Idaho;No;Fortnightly;Jewelry
32;Female;Illinois;No;Bi-Weekly;Blouse
32;Female;Kansas;No;Bi-Weekly;Jacket
32;Female;Kentucky;No;Weekly;Sweater
32;Female;Maine;No;Annually;Coat
32;Female;Maine;No;Fortnightly;Hat
32;Female;Maine;No;Monthly;Shoes
32;Female;Michigan;No;Annually;Backpack
32;Female;Mississippi;No;Monthly;Belt
32;Female;Nebraska;No;Weekly;Backpack
32;Female;Nevada;No;Annually;Blouse
32;Female;New Jersey;No;Monthly;Socks
32;Female;New Mexico;No;Annually;Hat
32;Female;New Mexico;No;Monthly;Scarf
32;Female;Oklahoma;No;Weekly;Shirt
32;Female;Oregon;No;Annually;Socks
32;Female;Rhode Island;No;Fortnightly;Socks
32;Female;Utah;No;Fortnightly;Boots
32;Female;Washington;No;Monthly;Jewelry
32;Male;Alaska;No;Annually;Gloves
32;Male;Alaska;No;Monthly;Socks
32;Male;Alaska;No;Weekly;Jewelry
32;Male;Arizona;No;Monthly;Skirt
32;Male;Arkansas;No;Weekly;Blouse
32;Male;Arkansas;Yes;Fortnightly;Hat
32;Male;California;No;Weekly;Hoodie
32;Male;California;Yes;Monthly;Shorts
32;Male;Connecticut;No;Annually;Backpack
32;Male;Connecticut;Yes;Every 3 Months;Shorts
32;Male;Delaware;No;Weekly;T-shirt, Jeans
32;Male;Delaware;Yes;Every 3 Months;Gloves
32;Male;Delaware;Yes;Fortnightly;Shorts
32;Male;Georgia;No;Weekly;Pants
32;Male;Hawaii;No;Every 3 Months;Belt
32;Male;Hawaii;No;Monthly;Handbag
32;Male;Hawaii;No;Quarterly;Blouse
32;Male;Hawaii;Yes;Fortnightly;Sneakers
32;Male;Iowa;No;Annually;Blouse
32;Male;Iowa;No;Fortnightly;Shoes
32;Male;Iowa;Yes;Every 3 Months;Sweater
32;Male;Iowa;Yes;Quarterly;Shorts
32;Male;Kentucky;No;Weekly;Gloves
32;Male;Kentucky;Yes;Bi-Weekly;Shirt
32;Male;Louisiana;No;Quarterly;Backpack
32;Male;Louisiana;No;Weekly;Shirt
32;Male;Louisiana;Yes;Annually;Jeans
32;Male;Massachusetts;Yes;Weekly;Pants
32;Male;Michigan;No;Annually;Sweater
32;Male;Michigan;Yes;Bi-Weekly;Backpack
32;Male;Mississippi;No;Annually;Shirt
32;Male;Missouri;Yes;Bi-Weekly;Sweater
32;Male;Missouri;Yes;Fortnightly;Gloves
32;Male;Montana;No;Quarterly;Jeans, Jeans
32;Male;Montana;Yes;Annually;Sweater
32;Male;Montana;Yes;Bi-Weekly;T-shirt
32;Male;Nevada;No;Bi-Weekly;Sneakers
32;Male;Nevada;Yes;Fortnightly;Belt
32;Male;New Mexico;Yes;Annually;Sweater
32;Male;New York;No;Quarterly;Hoodie
32;Male;New York;No;Weekly;Shorts
32;Male;North Carolina;No;Monthly;Shirt
32;Male;North Carolina;Yes;Bi-Weekly;Socks
32;Male;North Dakota;Yes;Every 3 Months;Shorts
32;Male;Oklahoma;Yes;Fortnightly;Hat
32;Male;Pennsylvania;No;Weekly;Shoes
32;Male;South Dakota;No;Annually;Shorts
32;Male;Tennessee;No;Annually;Shoes
32;Male;Utah;Yes;Every 3 Months;Socks
32;Male;Vermont;No;Quarterly;Sweater, Blouse
32;Male;Virginia;No;Weekly;Jacket
32;Male;Washington;No;Monthly;Shirt
32;Male;West Virginia;Yes;Annually;Handbag
32;Male;West Virginia;Yes;Fortnightly;Backpack
32;Male;Wisconsin;No;Annually;Socks
32;Male;Wyoming;No;Fortnightly;Handbag
33;Female;Alaska;No;Every 3 Months;Shirt
33;Female;Colorado;No;Monthly;Sunglasses
33;Female;Florida;No;Monthly;Scarf
33;Female;Idaho;No;Bi-Weekly;Hoodie
33;Female;Idaho;No;Every 3 Months;Skirt, Blouse
33;Female;Massachusetts;No;Bi-Weekly;Boots
33;Female;Michigan;No;Bi-Weekly;Belt
33;Female;Michigan;No;Quarterly;Sweater
33;Female;Montana;No;Bi-Weekly;Belt
33;Female;Nebraska;No;Annually;Scarf
33;Female;New Hampshire;No;Bi-Weekly;Hoodie
33;Female;New York;No;Fortnightly;Jacket
33;Female;Ohio;No;Fortnightly;Boots
33;Female;Oregon;No;Quarterly;Coat
33;Female;South Dakota;No;Annually;T-shirt
33;Female;South Dakota;No;Every 3 Months;T-shirt
33;Female;Texas;No;Bi-Weekly;Sunglasses
33;Female;Vermont;No;Annually;T-shirt
33;Female;Virginia;No;Annually;Sweater
33;Female;Washington;No;Bi-Weekly;Socks
33;Female;Wisconsin;No;Quarterly;Boots
33;Female;Wisconsin;No;Weekly;Dress
33;Male;Alabama;Yes;Annually;Coat
33;Male;Arizona;Yes;Weekly;Sunglasses
33;Male;Arkansas;Yes;Every 3 Months;Gloves
33;Male;Connecticut;No;Bi-Weekly;Gloves
33;Male;Delaware;Yes;Quarterly;Jeans
33;Male;Idaho;Yes;Bi-Weekly;Handbag
33;Male;Iowa;No;Weekly;Sneakers
33;Male;Kansas;No;Every 3 Months;Shirt
33;Male;Kentucky;Yes;Annually;Coat
33;Male;Maryland;No;Monthly;Sunglasses
33;Male;Massachusetts;No;Bi-Weekly;Sandals
33;Male;Massachusetts;No;Every 3 Months;T-shirt
33;Male;Michigan;No;Fortnightly;Jacket
33;Male;Michigan;Yes;Fortnightly;Handbag
33;Male;Michigan;Yes;Monthly;Sandals
33;Male;Minnesota;No;Bi-Weekly;Blouse
33;Male;Minnesota;No;Fortnightly;Blouse
33;Male;Minnesota;Yes;Annually;Gloves
33;Male;Mississippi;Yes;Weekly;Skirt
33;Male;Montana;No;Quarterly;Belt
33;Male;Montana;Yes;Monthly;Jeans
33;Male;Nebraska;Yes;Monthly;Backpack
33;Male;Nevada;No;Monthly;Shirt
33;Male;Nevada;No;Weekly;Sunglasses
33;Male;New Hampshire;No;Every 3 Months;Coat
33;Male;New Hampshire;No;Monthly;Socks
33;Male;New Jersey;No;Fortnightly;Sweater
33;Male;New Jersey;No;Monthly;Hoodie
33;Male;New Mexico;No;Every 3 Months;T-shirt
33;Male;New Mexico;Yes;Weekly;Jewelry
33;Male;North Dakota;No;Bi-Weekly;Coat
33;Male;North Dakota;Yes;Annually;Jeans
33;Male;Ohio;Yes;Monthly;Jewelry
33;Male;Pennsylvania;No;Monthly;Boots
33;Male;Rhode Island;Yes;Every 3 Months;Backpack
33;Male;Tennessee;Yes;Annually;Backpack
33;Male;Vermont;Yes;Fortnightly;Shoes
33;Male;Washington;No;Every 3 Months;Scarf
33;Male;West Virginia;Yes;Monthly;Dress
33;Male;Wyoming;Yes;Monthly;T-shirt
34;Female;Alaska;No;Weekly;Gloves
34;Female;Arizona;No;Every 3 Months;Scarf
34;Female;Arkansas;No;Every 3 Months;Shirt
34;Female;Arkansas;No;Quarterly;Dress
34;Female;Delaware;No;Annually;Backpack
34;Female;Delaware;No;Bi-Weekly;Gloves
34;Female;Delaware;No;Fortnightly;Shorts
34;Female;Indiana;No;Annually;Sneakers
34;Female;Louisiana;No;Monthly;Coat
34;Female;Maine;No;Annually;Socks
34;Female;Maryland;No;Monthly;Jeans
34;Female;Michigan;No;Quarterly;T-shirt
34;Female;Nebraska;No;Bi-Weekly;Hoodie
34;Female;Nebraska;No;Weekly;Sweater
